post_id,date,word,lemma,pos,xpos,lemma_p
36,2020-05-07,https://t.co/dvh1MnzcFK,https://t.co/dvh1MnzcFK,PROPN,ADD,https://t.co/dvh1MnzcFK_PROPN
37,2017-05-20,Thank,thank,VERB,VBP,thank_VERB
37,2017-05-20,you,you,PRON,PRP,you_PRON
37,2017-05-20,to,to,ADP,IN,to_ADP
37,2017-05-20,the,the,DET,DT,the_DET
37,2017-05-20,BRAVE,brave,ADJ,JJ,brave_ADJ
37,2017-05-20,servicemen,servicemen,NOUN,NNS,servicemen_NOUN
37,2017-05-20,&amp,&amp,NOUN,NN,&amp_NOUN
37,2017-05-20,",",",",PUNCT,",",",_PUNCT"
37,2017-05-20,women,woman,NOUN,NNS,woman_NOUN
37,2017-05-20,who,who,PRON,WP,who_PRON
37,2017-05-20,have,have,AUX,VBP,have_AUX
37,2017-05-20,served,serve,VERB,VBN,serve_VERB
37,2017-05-20,",",",",PUNCT,",",",_PUNCT"
37,2017-05-20,and,and,CCONJ,CC,and_CCONJ
37,2017-05-20,continue,continue,VERB,VBP,continue_VERB
37,2017-05-20,to,to,PART,TO,to_PART
37,2017-05-20,serve,serve,VERB,VB,serve_VERB
37,2017-05-20,the,the,DET,DT,the_DET
37,2017-05-20,United,Unite,VERB,NNP,Unite_VERB
37,2017-05-20,States,State,PROPN,NNPS,State_PROPN
37,2017-05-20,-,-,PUNCT,",",-_PUNCT
37,2017-05-20,our,our,PRON,PRP$,our_PRON
37,2017-05-20,true,true,ADJ,JJ,true_ADJ
37,2017-05-20,HEROES,heroes,NOUN,NNS,heroes_NOUN
37,2017-05-20,...,...,PUNCT,.,..._PUNCT
37,2017-05-20,https://t.co/ZTV9F639xM,https://t.co/ZTV9F639xM,PROPN,ADD,https://t.co/ZTV9F639xM_PROPN
38,2020-08-20,THANK,thank,VERB,VBP,thank_VERB
38,2020-08-20,YOU,you,PRON,PRP,you_PRON
38,2020-08-20,PENNSYLVANIA,PENNSYLVANIA,PROPN,NNP,PENNSYLVANIA_PROPN
38,2020-08-20,!,!,PUNCT,.,!_PUNCT
38,2020-08-20,#MAGA,#MAGA,PROPN,ADD,#MAGA_PROPN
38,2020-08-20,https://t.co/5BfdRyDD6a,https://t.co/5BfdRyDD6a,PROPN,ADD,https://t.co/5BfdRyDD6a_PROPN
39,2020-06-11,THOSE,those,PRON,DT,those_PRON
39,2020-06-11,THAT,that,PRON,DT,that_PRON
39,2020-06-11,DENY,deny,VERB,VBP,deny_VERB
39,2020-06-11,THEIR,there,PRON,PRP$,there_PRON
39,2020-06-11,HISTORY,history,NOUN,NN,history_NOUN
39,2020-06-11,ARE,be,AUX,VBP,be_AUX
39,2020-06-11,DOOMED,doomed,ADJ,JJ,doomed_ADJ
39,2020-06-11,TO,to,PART,TO,to_PART
39,2020-06-11,REPEAT,repeat,VERB,VB,repeat_VERB
39,2020-06-11,IT,it,PRON,PRP,it_PRON
39,2020-06-11,!,!,PUNCT,.,!_PUNCT
40,2011-09-12,https://www.washingtonexaminer.com/news/campaigns/presidential/3143416/trump-playing-offense-democrats-on-defense-whatley/,https://www.washingtonexaminer.com/news/campaigns/presidential/3143416/trump-playing-offense-democrats-on-defense-whatley/,PROPN,ADD,https://www.washingtonexaminer.com/news/campaigns/presidential/3143416/trump-playing-offense-democrats-on-defense-whatley/_PROPN
41,2019-11-13,RT,RT,PROPN,NNP,RT_PROPN
41,2019-11-13,@,@,ADP,IN,@_ADP
41,2019-11-13,IvankaTrump,IvankaTrump,PROPN,NNP,IvankaTrump_PROPN
41,2019-11-13,:,:,PUNCT,:,:_PUNCT
41,2019-11-13,It,it,PRON,PRP,it_PRON
41,2019-11-13,is,be,AUX,VBZ,be_AUX
41,2019-11-13,an,a,DET,DT,a_DET
41,2019-11-13,honor,honor,NOUN,NN,honor_NOUN
41,2019-11-13,to,to,PART,TO,to_PART
41,2019-11-13,serve,serve,VERB,VB,serve_VERB
41,2019-11-13,our,our,PRON,PRP$,our_PRON
41,2019-11-13,great,great,ADJ,JJ,great_ADJ
41,2019-11-13,Country,country,NOUN,NN,country_NOUN
41,2019-11-13,and,and,CCONJ,CC,and_CCONJ
41,2019-11-13,fight,fight,VERB,VB,fight_VERB
41,2019-11-13,for,for,ADP,IN,for_ADP
41,2019-11-13,America,America,PROPN,NNP,America_PROPN
41,2019-11-13,’s,'s,PART,POS,'s_PART
41,2019-11-13,workers,worker,NOUN,NNS,worker_NOUN
41,2019-11-13,!,!,PUNCT,.,!_PUNCT
41,2019-11-13,🇺🇸,🇺🇸,PUNCT,NFP,🇺🇸_PUNCT
41,2019-11-13,https://t.co/ZAhfkqDII8,https://t.co/ZAhfkqDII8,PROPN,ADD,https://t.co/ZAhfkqDII8_PROPN
42,2013-06-28,Situated,situate,VERB,VBN,situate_VERB
42,2013-06-28,in,in,ADP,IN,in_ADP
42,2013-06-28,the,the,DET,DT,the_DET
42,2013-06-28,heart,heart,NOUN,NN,heart_NOUN
42,2013-06-28,of,of,ADP,IN,of_ADP
42,2013-06-28,downtown,downtown,NOUN,NN,downtown_NOUN
42,2013-06-28,Toronto,Toronto,PROPN,NNP,Toronto_PROPN
42,2013-06-28,",",",",PUNCT,",",",_PUNCT"
42,2013-06-28,the,the,DET,DT,the_DET
42,2013-06-28,65,65,NUM,CD,65_NUM
42,2013-06-28,story,story,NOUN,NN,story_NOUN
42,2013-06-28,@TrumpTO,@TrumpTO,PROPN,NNP,@TrumpTO_PROPN
42,2013-06-28,offers,offer,VERB,VBZ,offer_VERB
42,2013-06-28,an,a,DET,DT,a_DET
42,2013-06-28,elegant,elegant,ADJ,JJ,elegant_ADJ
42,2013-06-28,and,and,CCONJ,CC,and_CCONJ
42,2013-06-28,wonderful,wonderful,ADJ,JJ,wonderful_ADJ
42,2013-06-28,lifestyle,lifestyle,NOUN,NN,lifestyle_NOUN
42,2013-06-28,http://t.co/1u2PNTPMCZ,http://t.co/1u2PNTPMCZ,PROPN,ADD,http://t.co/1u2PNTPMCZ_PROPN
43,2011-09-05,RT,RT,PROPN,NNP,RT_PROPN
43,2011-09-05,@realDonaldTrumpUsing,@realDonaldTrumpUsing,PROPN,NNP,@realDonaldTrumpUsing_PROPN
43,2011-09-05,Impoundment,impoundment,NOUN,NN,impoundment_NOUN
43,2011-09-05,to,to,PART,TO,to_PART
43,2011-09-05,Slash,slash,VERB,VB,slash_VERB
43,2011-09-05,Waste,waste,NOUN,NN,waste_NOUN
43,2011-09-05,",",",",PUNCT,",",",_PUNCT"
43,2011-09-05,Stop,stop,VERB,VB,stop_VERB
43,2011-09-05,Inflation,inflation,NOUN,NN,inflation_NOUN
43,2011-09-05,",",",",PUNCT,",",",_PUNCT"
43,2011-09-05,and,and,CCONJ,CC,and_CCONJ
43,2011-09-05,Crush,Crush,VERB,VB,Crush_VERB
43,2011-09-05,the,the,DET,DT,the_DET
43,2011-09-05,Deep,deep,ADJ,JJ,deep_ADJ
43,2011-09-05,State,state,NOUN,NN,state_NOUN
43,2011-09-05,!,!,PUNCT,.,!_PUNCT
43,2011-09-05,#AGENDA47,#AGENDA47,PROPN,ADD,#AGENDA47_PROPN
44,2011-09-05,RT,RT,PROPN,NNP,RT_PROPN
44,2011-09-05,@gatewaypunditANOTHER,@gatewaypunditANOTHER,PROPN,NNP,@gatewaypunditANOTHER_PROPN
44,2011-09-05,BOGUS,bogus,ADJ,JJ,bogus_ADJ
44,2011-09-05,ATTACK,attack,NOUN,NN,attack_NOUN
44,2011-09-05,:,:,PUNCT,:,:_PUNCT
44,2011-09-05,DC,DC,PROPN,NNP,DC_PROPN
44,2011-09-05,Court,Court,PROPN,NNP,Court_PROPN
44,2011-09-05,Already,already,ADV,RB,already_ADV
44,2011-09-05,Ruled,rul,VERB,VBN,rul_VERB
44,2011-09-05,in,in,ADP,IN,in_ADP
44,2011-09-05,2012,2012,NUM,CD,2012_NUM
44,2011-09-05,Case,Case,PROPN,NNP,Case_PROPN
44,2011-09-05,on,on,ADP,IN,on_ADP
44,2011-09-05,Trump,Trump,PROPN,NNP,Trump_PROPN
44,2011-09-05,’s,'s,PART,POS,'s_PART
44,2011-09-05,Right,right,ADJ,JJ,right_ADJ
44,2011-09-05,to,to,PART,TO,to_PART
44,2011-09-05,Hold,hold,VERB,VB,hold_VERB
44,2011-09-05,White,White,ADJ,NNP,White_ADJ
44,2011-09-05,House,House,PROPN,NNP,House_PROPN
44,2011-09-05,Documents,document,NOUN,NNS,document_NOUN
44,2011-09-05,–,-,PUNCT,:,-_PUNCT
44,2011-09-05,In,in,ADP,IN,in_ADP
44,2011-09-05,their,their,PRON,PRP$,their_PRON
44,2011-09-05,Ruling,ruling,NOUN,NN,ruling_NOUN
44,2011-09-05,on,on,ADP,IN,on_ADP
44,2011-09-05,Bill,Bill,PROPN,NNP,Bill_PROPN
44,2011-09-05,Clinton,Clinton,PROPN,NNP,Clinton_PROPN
44,2011-09-05,’s,'s,PART,POS,'s_PART
44,2011-09-05,Right,right,ADJ,JJ,right_ADJ
44,2011-09-05,to,to,PART,TO,to_PART
44,2011-09-05,Hold,hold,VERB,VB,hold_VERB
44,2011-09-05,Secret,Secret,ADJ,NNP,Secret_ADJ
44,2011-09-05,Tapes,Tapes,PROPN,NNPS,Tapes_PROPN
44,2011-09-05,in,in,ADP,IN,in_ADP
44,2011-09-05,His,his,PRON,PRP$,his_PRON
44,2011-09-05,Sock,Sock,PROPN,NNP,Sock_PROPN
44,2011-09-05,Drawer,Drawer,PROPN,NNP,Drawer_PROPN
44,2011-09-05,https://www.thegatewaypundit.com/2023/06/another-bogus-attack-dc-court-already-ruled-2012/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=another-bogus-attack-dc-court-already-ruled-2012Follow,https://www.thegatewaypundit.com/2023/06/another-bogus-attack-dc-court-already-ruled-2012/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=another-bogus-attack-dc-court-already-ruled-2012Follow,PROPN,NNP,https://www.thegatewaypundit.com/2023/06/another-bogus-attack-dc-court-already-ruled-2012/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=another-bogus-attack-dc-court-already-ruled-2012Follow_PROPN
44,2011-09-05,@gatewaypunditofficial,@gatewaypunditofficial,PROPN,ADD,@gatewaypunditofficial_PROPN
45,2020-06-14,Thank,thank,VERB,VBP,thank_VERB
45,2020-06-14,you,you,PRON,PRP,you_PRON
45,2020-06-14,Philip,Philip,PROPN,NNP,Philip_PROPN
45,2020-06-14,!,!,PUNCT,.,!_PUNCT
45,2020-06-14,https://t.co/jGspqbtSgL,https://t.co/jGspqbtSgL,PROPN,ADD,https://t.co/jGspqbtSgL_PROPN
46,2014-05-02,With,with,ADP,IN,with_ADP
46,2014-05-02,@,@,ADP,IN,@_ADP
46,2014-05-02,VanityFair,VanityFair,PROPN,NNP,VanityFair_PROPN
46,2014-05-02,circulation,circulation,NOUN,NN,circulation_NOUN
46,2014-05-02,and,and,CCONJ,CC,and_CCONJ
46,2014-05-02,advertising,advertising,NOUN,NN,advertising_NOUN
46,2014-05-02,revenue,revenue,NOUN,NN,revenue_NOUN
46,2014-05-02,doing,do,VERB,VBG,do_VERB
46,2014-05-02,so,so,ADV,RB,so_ADV
46,2014-05-02,badly,badly,ADV,RB,badly_ADV
46,2014-05-02,",",",",PUNCT,",",",_PUNCT"
46,2014-05-02,rumor,rumor,NOUN,NN,rumor_NOUN
46,2014-05-02,has,have,VERB,VBZ,have_VERB
46,2014-05-02,it,it,PRON,PRP,it_PRON
46,2014-05-02,that,that,SCONJ,IN,that_SCONJ
46,2014-05-02,dopey,dopey,NOUN,NN,dopey_NOUN
46,2014-05-02,Graydon,Graydon,PROPN,NNP,Graydon_PROPN
46,2014-05-02,Carter,Carter,PROPN,NNP,Carter_PROPN
46,2014-05-02,is,be,AUX,VBZ,be_AUX
46,2014-05-02,going,go,VERB,VBG,go_VERB
46,2014-05-02,to,to,PART,TO,to_PART
46,2014-05-02,resign,resign,VERB,VB,resign_VERB
46,2014-05-02,?,?,PUNCT,.,?_PUNCT
46,2014-05-02,He,he,PRON,PRP,he_PRON
46,2014-05-02,should,should,AUX,MD,should_AUX
46,2014-05-02,.,.,PUNCT,.,._PUNCT
47,2014-07-22,Thanks,thanks,NOUN,NN,thanks_NOUN
47,2014-07-22,@,@,ADP,IN,@_ADP
47,2014-07-22,LilJon,LilJon,PROPN,NNP,LilJon_PROPN
47,2014-07-22,for,for,SCONJ,IN,for_SCONJ
47,2014-07-22,coming,come,VERB,VBG,come_VERB
47,2014-07-22,to,to,ADP,IN,to_ADP
47,2014-07-22,my,my,PRON,PRP$,my_PRON
47,2014-07-22,defense,defense,NOUN,NN,defense_NOUN
47,2014-07-22,in,in,ADP,IN,in_ADP
47,2014-07-22,Rolling,Roll,VERB,NNP,Roll_VERB
47,2014-07-22,Stone,Stone,PROPN,NNP,Stone_PROPN
47,2014-07-22,Magazine,Magazine,PROPN,NNP,Magazine_PROPN
47,2014-07-22,.,.,PUNCT,.,._PUNCT
47,2014-07-22,As,as,SCONJ,IN,as_SCONJ
47,2014-07-22,I,I,PRON,PRP,I_PRON
47,2014-07-22,have,have,AUX,VBP,have_AUX
47,2014-07-22,often,often,ADV,RB,often_ADV
47,2014-07-22,said,say,VERB,VBN,say_VERB
47,2014-07-22,",",",",PUNCT,",",",_PUNCT"
47,2014-07-22,you,you,PRON,PRP,you_PRON
47,2014-07-22,are,be,AUX,VBP,be_AUX
47,2014-07-22,a,a,DET,DT,a_DET
47,2014-07-22,terrific,terrific,ADJ,JJ,terrific_ADJ
47,2014-07-22,guy,guy,NOUN,NN,guy_NOUN
47,2014-07-22,!,!,PUNCT,.,!_PUNCT
48,2020-05-02,RT,RT,PROPN,NNP,RT_PROPN
48,2020-05-02,@ScottAdamsSays,@ScottAdamsSaS,PROPN,NNP,@ScottAdamsSaS_PROPN
48,2020-05-02,:,:,PUNCT,:,:_PUNCT
48,2020-05-02,Poll,poll,NOUN,NN,poll_NOUN
48,2020-05-02,for,for,ADP,IN,for_ADP
48,2020-05-02,Democrats,Democrat,PROPN,NNPS,Democrat_PROPN
48,2020-05-02,only,only,ADV,RB,only_ADV
48,2020-05-02,.,.,PUNCT,.,._PUNCT
48,2020-05-02,Are,be,AUX,VBP,be_AUX
48,2020-05-02,you,you,PRON,PRP,you_PRON
48,2020-05-02,aware,aware,ADJ,JJ,aware_ADJ
48,2020-05-02,that,that,SCONJ,IN,that_SCONJ
48,2020-05-02,most,most,ADJ,JJS,most_ADJ
48,2020-05-02,of,of,ADP,IN,of_ADP
48,2020-05-02,the,the,DET,DT,the_DET
48,2020-05-02,political,political,ADJ,JJ,political_ADJ
48,2020-05-02,news,news,NOUN,NN,news_NOUN
48,2020-05-02,you,you,PRON,PRP,you_PRON
48,2020-05-02,consume,consume,VERB,VBP,consume_VERB
48,2020-05-02,is,be,AUX,VBZ,be_AUX
48,2020-05-02,either,either,CCONJ,CC,either_CCONJ
48,2020-05-02,misleading,misleading,ADJ,JJ,misleading_ADJ
48,2020-05-02,and,and,CCONJ,CC,and_CCONJ
48,2020-05-02,out,out,ADP,IN,out_ADP
48,2020-05-02,of,of,ADP,IN,of_ADP
48,2020-05-02,cont,cont,NOUN,NN,cont_NOUN
48,2020-05-02,…,…,PUNCT,.,…_PUNCT
49,2014-10-17,I,I,PRON,PRP,I_PRON
49,2014-10-17,love,love,VERB,VBP,love_VERB
49,2014-10-17,seeing,see,VERB,VBG,see_VERB
49,2014-10-17,that,that,SCONJ,IN,that_SCONJ
49,2014-10-17,Graydon,Graydon,PROPN,NNP,Graydon_PROPN
49,2014-10-17,Carter,Carter,PROPN,NNP,Carter_PROPN
49,2014-10-17,and,and,CCONJ,CC,and_CCONJ
49,2014-10-17,@,@,ADP,IN,@_ADP
49,2014-10-17,VanityFair,VanityFair,PROPN,NNP,VanityFair_PROPN
49,2014-10-17,are,be,AUX,VBP,be_AUX
49,2014-10-17,failing,fail,VERB,VBG,fail_VERB
49,2014-10-17,so,so,ADV,RB,so_ADV
49,2014-10-17,badly,badly,ADV,RB,badly_ADV
49,2014-10-17,.,.,PUNCT,.,._PUNCT
49,2014-10-17,He,he,PRON,PRP,he_PRON
49,2014-10-17,’s,be,AUX,VBZ,be_AUX
49,2014-10-17,only,only,ADV,RB,only_ADV
49,2014-10-17,focused,focus,VERB,VBN,focus_VERB
49,2014-10-17,on,on,ADP,IN,on_ADP
49,2014-10-17,his,his,PRON,PRP$,his_PRON
49,2014-10-17,bad,bad,ADJ,JJ,bad_ADJ
49,2014-10-17,food,food,NOUN,NN,food_NOUN
49,2014-10-17,restaurants,restaurant,NOUN,NNS,restaurant_NOUN
49,2014-10-17,.,.,PUNCT,.,._PUNCT
50,2025-03-01,The,the,DET,DT,the_DET
50,2025-03-01,month,month,NOUN,NN,month_NOUN
50,2025-03-01,of,of,ADP,IN,of_ADP
50,2025-03-01,February,February,PROPN,NNP,February_PROPN
50,2025-03-01,",",",",PUNCT,",",",_PUNCT"
50,2025-03-01,my,my,PRON,PRP$,my_PRON
50,2025-03-01,first,first,ADJ,JJ,first_ADJ
50,2025-03-01,full,full,ADJ,JJ,full_ADJ
50,2025-03-01,month,month,NOUN,NN,month_NOUN
50,2025-03-01,in,in,ADP,IN,in_ADP
50,2025-03-01,Office,Office,PROPN,NNP,Office_PROPN
50,2025-03-01,",",",",PUNCT,",",",_PUNCT"
50,2025-03-01,had,have,VERB,VBD,have_VERB
50,2025-03-01,the,the,DET,DT,the_DET
50,2025-03-01,LOWEST,lowest,ADJ,JJS,lowest_ADJ
50,2025-03-01,number,number,NOUN,NN,number_NOUN
50,2025-03-01,of,of,ADP,IN,of_ADP
50,2025-03-01,Illegal,illegal,ADJ,JJ,illegal_ADJ
50,2025-03-01,Immigrants,immigrant,NOUN,NNS,immigrant_NOUN
50,2025-03-01,trying,try,VERB,VBG,try_VERB
50,2025-03-01,to,to,PART,TO,to_PART
50,2025-03-01,enter,enter,VERB,VB,enter_VERB
50,2025-03-01,our,our,PRON,PRP$,our_PRON
50,2025-03-01,Country,Country,PROPN,NNP,Country_PROPN
50,2025-03-01,in,in,ADP,IN,in_ADP
50,2025-03-01,History,History,PROPN,NNP,History_PROPN
50,2025-03-01,–,-,PUNCT,:,-_PUNCT
50,2025-03-01,BY,BY,PROPN,NNP,BY_PROPN
50,2025-03-01,FAR,far,ADV,RB,far_ADV
50,2025-03-01,!,!,PUNCT,.,!_PUNCT
50,2025-03-01,There,there,PRON,EX,there_PRON
50,2025-03-01,were,be,VERB,VBD,be_VERB
50,2025-03-01,only,only,ADV,RB,only_ADV
50,2025-03-01,"8,326","8,326",NUM,CD,"8,326_NUM"
50,2025-03-01,apprehensions,apprehension,NOUN,NNS,apprehension_NOUN
50,2025-03-01,of,of,ADP,IN,of_ADP
50,2025-03-01,Illegals,Illegals,PROPN,NNPS,Illegals_PROPN
50,2025-03-01,by,by,ADP,IN,by_ADP
50,2025-03-01,Border,Border,PROPN,NNP,Border_PROPN
50,2025-03-01,Patrol,Patrol,PROPN,NNP,Patrol_PROPN
50,2025-03-01,at,at,ADP,IN,at_ADP
50,2025-03-01,the,the,DET,DT,the_DET
50,2025-03-01,U.S.,U.S.,PROPN,NNP,U.S._PROPN
50,2025-03-01,-,-,PUNCT,HYPH,-_PUNCT
50,2025-03-01,Mexico,Mexico,PROPN,NNP,Mexico_PROPN
50,2025-03-01,Border,Border,PROPN,NNP,Border_PROPN
50,2025-03-01,",",",",PUNCT,",",",_PUNCT"
50,2025-03-01,all,all,DET,DT,all_DET
50,2025-03-01,of,of,ADP,IN,of_ADP
50,2025-03-01,whom,whom,PRON,WP,whom_PRON
50,2025-03-01,were,be,AUX,VBD,be_AUX
50,2025-03-01,quickly,quickly,ADV,RB,quickly_ADV
50,2025-03-01,ejected,eject,VERB,VBN,eject_VERB
50,2025-03-01,from,from,ADP,IN,from_ADP
50,2025-03-01,our,our,PRON,PRP$,our_PRON
50,2025-03-01,Nation,Nation,PROPN,NNP,Nation_PROPN
50,2025-03-01,or,or,CCONJ,CC,or_CCONJ
50,2025-03-01,",",",",PUNCT,",",",_PUNCT"
50,2025-03-01,when,when,ADV,WRB,when_ADV
50,2025-03-01,necessary,necessary,ADJ,JJ,necessary_ADJ
50,2025-03-01,",",",",PUNCT,",",",_PUNCT"
50,2025-03-01,prosecuted,prosecute,VERB,VBN,prosecute_VERB
50,2025-03-01,for,for,ADP,IN,for_ADP
50,2025-03-01,crimes,crime,NOUN,NNS,crime_NOUN
50,2025-03-01,against,against,ADP,IN,against_ADP
50,2025-03-01,the,the,DET,DT,the_DET
50,2025-03-01,United,Unite,VERB,NNP,Unite_VERB
50,2025-03-01,States,State,PROPN,NNPS,State_PROPN
50,2025-03-01,of,of,ADP,IN,of_ADP
50,2025-03-01,America,America,PROPN,NNP,America_PROPN
50,2025-03-01,.,.,PUNCT,.,._PUNCT
50,2025-03-01,This,this,PRON,DT,this_PRON
50,2025-03-01,means,mean,VERB,VBZ,mean_VERB
50,2025-03-01,that,that,SCONJ,IN,that_SCONJ
50,2025-03-01,very,very,ADV,RB,very_ADV
50,2025-03-01,few,few,ADJ,JJ,few_ADJ
50,2025-03-01,people,person,NOUN,NNS,person_NOUN
50,2025-03-01,came,come,VERB,VBD,come_VERB
50,2025-03-01,–,-,PUNCT,:,-_PUNCT
50,2025-03-01,The,the,DET,DT,the_DET
50,2025-03-01,Invasion,Invasion,PROPN,NNP,Invasion_PROPN
50,2025-03-01,of,of,ADP,IN,of_ADP
50,2025-03-01,our,our,PRON,PRP$,our_PRON
50,2025-03-01,Country,Country,PROPN,NNP,Country_PROPN
50,2025-03-01,is,be,AUX,VBZ,be_AUX
50,2025-03-01,OVER,over,ADV,RB,over_ADV
50,2025-03-01,.,.,PUNCT,.,._PUNCT
50,2025-03-01,In,in,ADP,IN,in_ADP
50,2025-03-01,comparison,comparison,NOUN,NN,comparison_NOUN
50,2025-03-01,",",",",PUNCT,",",",_PUNCT"
50,2025-03-01,under,under,ADP,IN,under_ADP
50,2025-03-01,Joe,Joe,PROPN,NNP,Joe_PROPN
50,2025-03-01,Biden,Biden,PROPN,NNP,Biden_PROPN
50,2025-03-01,",",",",PUNCT,",",",_PUNCT"
50,2025-03-01,there,there,PRON,EX,there_PRON
50,2025-03-01,were,be,VERB,VBD,be_VERB
50,2025-03-01,"300,000",300000,NUM,CD,300000_NUM
50,2025-03-01,Illegals,Illegals,PROPN,NNPS,Illegals_PROPN
50,2025-03-01,crossing,cross,VERB,VBG,cross_VERB
50,2025-03-01,in,in,ADP,IN,in_ADP
50,2025-03-01,one,one,NUM,CD,one_NUM
50,2025-03-01,month,month,NOUN,NN,month_NOUN
50,2025-03-01,",",",",PUNCT,",",",_PUNCT"
50,2025-03-01,and,and,CCONJ,CC,and_CCONJ
50,2025-03-01,virtually,virtually,ADV,RB,virtually_ADV
50,2025-03-01,ALL,all,DET,DT,all_DET
50,2025-03-01,of,of,ADP,IN,of_ADP
50,2025-03-01,them,they,PRON,PRP,they_PRON
50,2025-03-01,were,be,AUX,VBD,be_AUX
50,2025-03-01,released,release,VERB,VBN,release_VERB
50,2025-03-01,into,into,ADP,IN,into_ADP
50,2025-03-01,our,our,PRON,PRP$,our_PRON
50,2025-03-01,Country,Country,PROPN,NNP,Country_PROPN
50,2025-03-01,.,.,PUNCT,.,._PUNCT
50,2025-03-01,Thanks,thanks,NOUN,NN,thanks_NOUN
50,2025-03-01,to,to,ADP,IN,to_ADP
50,2025-03-01,the,the,DET,DT,the_DET
50,2025-03-01,Trump,Trump,PROPN,NNP,Trump_PROPN
50,2025-03-01,Administration,Administration,PROPN,NNP,Administration_PROPN
50,2025-03-01,Policies,Policies,PROPN,NNPS,Policies_PROPN
50,2025-03-01,",",",",PUNCT,",",",_PUNCT"
50,2025-03-01,the,the,DET,DT,the_DET
50,2025-03-01,Border,Border,PROPN,NNP,Border_PROPN
50,2025-03-01,is,be,AUX,VBZ,be_AUX
50,2025-03-01,CLOSED,closed,ADJ,JJ,closed_ADJ
50,2025-03-01,to,to,ADP,IN,to_ADP
50,2025-03-01,all,all,DET,DT,all_DET
50,2025-03-01,Illegal,illegal,ADJ,JJ,illegal_ADJ
50,2025-03-01,Immigrants,immigrant,NOUN,NNS,immigrant_NOUN
50,2025-03-01,.,.,PUNCT,.,._PUNCT
50,2025-03-01,Anyone,anyone,PRON,NN,anyone_PRON
50,2025-03-01,who,who,PRON,WP,who_PRON
50,2025-03-01,tries,try,VERB,VBZ,try_VERB
50,2025-03-01,to,to,PART,TO,to_PART
50,2025-03-01,illegally,illegally,ADV,RB,illegally_ADV
50,2025-03-01,enter,enter,VERB,VB,enter_VERB
50,2025-03-01,the,the,DET,DT,the_DET
50,2025-03-01,U.S.A.,U.S.A.,PROPN,NNP,U.S.A._PROPN
50,2025-03-01,will,will,AUX,MD,will_AUX
50,2025-03-01,face,face,VERB,VB,face_VERB
50,2025-03-01,significant,significant,ADJ,JJ,significant_ADJ
50,2025-03-01,criminal,criminal,ADJ,JJ,criminal_ADJ
50,2025-03-01,penalties,penalty,NOUN,NNS,penalty_NOUN
50,2025-03-01,and,and,CCONJ,CC,and_CCONJ
50,2025-03-01,immediate,immediate,ADJ,JJ,immediate_ADJ
50,2025-03-01,deportation,deportation,NOUN,NN,deportation_NOUN
50,2025-03-01,.,.,PUNCT,.,._PUNCT
